p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
1.0715354053006e-09	0.668461019802804	0.304	0.044	2.27315520880469e-05	Tcytokine	Slamf6
1.09467711479754e-09	1.11683009129305	1	0.929	2.32224803133151e-05	Tcytokine	Cct2
1.14288474183076e-09	0.785310094841034	1	0.944	2.42451569131978e-05	Tcytokine	Ssb
1.16066351155561e-09	0.528999481377956	0.652	0.2	2.46223157341407e-05	Tcytokine	2410002F23Rik
1.16071187821684e-09	1.07456892034801	1	0.863	2.46233417844921e-05	Tcytokine	Eif5
1.23234489634176e-09	1.00429410267406	1	0.754	2.6142964630994e-05	Tcytokine	Dnajc2
1.23682743642696e-09	0.94464138758219	1	0.733	2.62380572363614e-05	Tcytokine	Psmd7
1.30194277788732e-09	1.19211269793176	0.957	0.663	2.76194140901016e-05	Tcytokine	Prmt1
1.30648555409303e-09	0.795132994960423	0.739	0.254	2.77157845445296e-05	Tcytokine	Tagap
1.38322593835165e-09	0.862614125840168	0.957	0.52	2.9343755056192e-05	Tcytokine	Ehd1
1.42100521421909e-09	1.13126260973292	0.87	0.52	3.01452046144438e-05	Tcytokine	Larp4
1.44576082200859e-09	0.938595886509877	0.913	0.591	3.06703700780901e-05	Tcytokine	Abce1
1.44586903219511e-09	0.864412323073214	0.87	0.448	3.06726656489872e-05	Tcytokine	Nfkbib
1.45639695560369e-09	0.987598340382181	0.957	0.706	3.08960050161766e-05	Tcytokine	Ddx18
1.47540969741485e-09	1.05561596321486	0.87	0.532	3.12993413209586e-05	Tcytokine	Pum3
1.73445991553761e-09	1.06827578773916	0.87	0.463	3.6794832648215e-05	Tcytokine	Nifk
1.79219401957734e-09	1.07374035186488	0.957	0.613	3.80196039313136e-05	Tcytokine	Orai1
1.86313376365225e-09	1.11665494186745	0.957	0.816	3.95245196621188e-05	Tcytokine	Syncrip
2.11935797475225e-09	0.397859068942173	0.478	0.109	4.49600600763943e-05	Tcytokine	Fbxo31
2.20706132486548e-09	0.384102057654561	0.348	0.061	4.68205989456963e-05	Tcytokine	Trib1
2.33641681847344e-09	0.990433924598965	0.957	0.728	4.95647463870955e-05	Tcytokine	Cebpz
2.43860282724399e-09	1.10535576976224	0.87	0.561	5.1732520377154e-05	Tcytokine	Mphosph10
2.78243930421583e-09	4.62067068155446	0.913	0.78	5.90266673996347e-05	Tcytokine	Ccl4
2.80363176903483e-09	0.940645769330328	0.783	0.345	5.94762443483049e-05	Tcytokine	Pim3
3.05875545670978e-09	1.3964040809193	0.957	0.727	6.48884382586413e-05	Tcytokine	Nfkb1
3.09389506112269e-09	0.794971801991311	1	0.722	6.56338898266567e-05	Tcytokine	Srsf10
3.28210305488908e-09	1.05419160881449	0.957	0.775	6.96265342064169e-05	Tcytokine	Eif1ax
3.41876070502144e-09	0.937327084195637	0.957	0.768	7.25255895963249e-05	Tcytokine	Nudc
3.58798711371047e-09	1.31108483288606	0.957	0.95	7.61155586302539e-05	Tcytokine	Bcl2a1b
3.88214046566368e-09	0.908316600025111	0.957	0.637	8.23557278385893e-05	Tcytokine	Rpl7l1
3.89855659160864e-09	0.656130713521565	0.783	0.333	8.27039795343856e-05	Tcytokine	Nob1
3.92259681266692e-09	1.32204324605595	0.826	0.477	8.3213968783916e-05	Tcytokine	Map2k3
3.94449168446539e-09	0.892449368297519	0.87	0.383	8.36784465942488e-05	Tcytokine	Hk2
4.30511057390636e-09	1.02050207643103	0.826	0.422	9.13286157148495e-05	Tcytokine	AI506816
4.36168054493412e-09	0.852226295903606	0.957	0.582	9.25286910802324e-05	Tcytokine	Naa50
4.5912303499074e-09	1.11577104277608	0.87	0.593	9.73983606429355e-05	Tcytokine	Hspa9
4.7358347951087e-09	1.80557498791549	0.652	0.224	0.000100465999343436	Tcytokine	Nfkbid
4.87768822764031e-09	0.733596209746985	1	0.979	0.000103475278061162	Tcytokine	Psma7
5.07598917438587e-09	0.866993999809841	1	0.975	0.000107682034345422	Tcytokine	Eif3c
5.1444777968927e-09	0.831265462079337	1	0.921	0.000109134951983282	Tcytokine	Zc3h15
5.20106089746802e-09	1.05723732837808	1	0.885	0.000110335305878886	Tcytokine	Hnrnpab
5.62797440861327e-09	0.865936026444741	0.652	0.231	0.000119391849104322	Tcytokine	Noc4l
5.66587596983190e-09	0.779429272381033	0.739	0.32	0.000120195892824014	Tcytokine	Ipo5
6.26519876837276e-09	0.621243730438955	0.696	0.236	0.00013290992667226	Tcytokine	Usp36
6.96245499067836e-09	0.611585946573538	0.652	0.218	0.000147701520172251	Tcytokine	Mthfd1
6.96530520441846e-09	1.22127449434648	0.957	0.64	0.000147761984606533	Tcytokine	Mrps6
6.9846097343255e-09	0.943004518894783	1	0.935	0.000148171510903981	Tcytokine	Cycs
8.08916212777229e-09	0.639970523027121	0.565	0.164	0.000171603485378561	Tcytokine	Slc7a5
8.20090015605689e-09	0.68192903412356	0.783	0.306	0.000173973895910591	Tcytokine	Gart
8.62592595115362e-09	0.380329694979103	0.391	0.08	0.000182990393127773	Tcytokine	Bcat1
8.73646805377584e-09	0.775866566096533	0.87	0.537	0.000185335433292801	Tcytokine	Hsd17b12
1.04541295752364e-08	0.78474595578347	1	0.675	0.000221773904809065	Tcytokine	Mak16
1.09798891326731e-08	0.87708987798888	0.609	0.201	0.000232927368060528	Tcytokine	Naf1
1.10592489015464e-08	0.856355027530673	1	1	0.000234610906197405	Tcytokine	Ptma
1.16998524342989e-08	1.018260476416	0.913	0.813	0.000248200669541216	Tcytokine	Nars
1.38970790790966e-08	0.629651177530645	0.696	0.276	0.000294812635583955	Tcytokine	Uck2
1.39899014230827e-08	1.01169024536317	0.913	0.642	0.000296781768789277	Tcytokine	Snrpa1
1.39935291973497e-08	0.872518101736099	0.826	0.447	0.000296858728392576	Tcytokine	Yrdc
1.40487124953652e-08	1.08158226750655	0.87	0.546	0.000298029386876677	Tcytokine	Nsun2
1.53010127105881e-08	0.76608411134437	0.783	0.332	0.000324595683642416	Tcytokine	Polr3d
1.56330975156245e-08	0.790164078058032	0.913	0.508	0.000331640530696459	Tcytokine	Impdh2
1.61673014729471e-08	0.781172646901446	1	0.894	0.000342973133447101	Tcytokine	Pdap1
1.63246694120997e-08	0.316599411751903	0.435	0.097	0.000346311536908283	Tcytokine	Eef1akmt4
1.6921597291964e-08	0.920771835754593	0.913	0.716	0.000358974764951725	Tcytokine	M6pr
1.80180598352774e-08	0.905480844525194	0.957	0.676	0.000382235121345574	Tcytokine	Eif3g
1.94332588493139e-08	0.579795194901866	1	0.999	0.000412257153229344	Tcytokine	Rpl14
2.01152612319629e-08	0.720489928992241	0.87	0.427	0.000426725151774861	Tcytokine	Gtf2f2
2.08724833896374e-08	0.876977100263499	0.957	0.709	0.000442788862627767	Tcytokine	Mrpl15
2.13325536694461e-08	1.0266204442357	0.957	0.756	0.000452548793543631	Tcytokine	Polr2f
2.19163534430063e-08	1.10951601778627	0.696	0.294	0.000464933521939936	Tcytokine	Tma16
2.49497892451425e-08	0.621280857328029	0.261	0.039	0.000529284829046452	Tcytokine	Egr2
2.50533887355947e-08	0.589901371682799	0.696	0.258	0.000531482588636907	Tcytokine	Zmynd19
2.51742830901208e-08	0.683735467615399	0.696	0.257	0.000534047241473824	Tcytokine	Tsr1
2.58096187465054e-08	0.826673217688313	0.696	0.271	0.000547525252088365	Tcytokine	Snhg4
2.77873406851866e-08	0.541221267807436	0.565	0.175	0.000589480645295549	Tcytokine	Amd1
2.80530164391913e-08	0.895878050305266	0.913	0.786	0.000595116690741004	Tcytokine	Rrp1
2.82236239975634e-08	0.54702832839347	0.565	0.18	0.000598735959484309	Tcytokine	Utp20
3.12432764803982e-08	0.271759752495796	0.261	0.039	0.000662794867255168	Tcytokine	D1Ertd622e
3.20612327163919e-08	0.973698481441139	1	0.842	0.000680146990845539	Tcytokine	G3bp1
3.34223842479856e-08	0.428409686086378	0.348	0.068	0.000709022459436768	Tcytokine	Grasp
3.59509998950174e-08	0.520118237390053	0.478	0.13	0.000762664511772899	Tcytokine	Pusl1
3.91698238769286e-08	1.0165708746215	0.87	0.83	0.000830948643725163	Tcytokine	Hspa4
4.22723300814609e-08	1.18195407395017	0.957	0.827	0.000896765210348112	Tcytokine	Cacybp
4.35594963411023e-08	0.937521501095351	1	0.871	0.000924071155380144	Tcytokine	Hnrnpdl
4.41529128389116e-08	1.45918989495609	0.87	0.543	0.000936659892964671	Tcytokine	Cd160
4.61766561723188e-08	0.782207299230842	0.783	0.396	0.000979591584039572	Tcytokine	Mettl16
4.84165813773621e-08	0.710469107118098	0.652	0.267	0.00102710935733936	Tcytokine	Wdr12
4.93060475927121e-08	0.802391600055226	1	0.929	0.00104597849363179	Tcytokine	Metap2
5.24217403785601e-08	0.496031453794951	0.565	0.177	0.00111207480039077	Tcytokine	Riox1
5.56889470399036e-08	0.673575858059416	0.696	0.293	0.00118138532250451	Tcytokine	Pabpc4
5.67045591725775e-08	0.778619749208338	0.783	0.381	0.00120293051828706	Tcytokine	Pes1
5.69143549757587e-08	0.683069271535103	0.87	0.459	0.00120738112645574	Tcytokine	Smn1
5.70741904398772e-08	0.74927596970886	1	0.994	0.00121077187599155	Tcytokine	Ybx1
5.81655413251448e-08	0.938988322211785	0.913	0.704	0.00123392379367162	Tcytokine	Slc1a5
5.90532400823211e-08	0.65041852645485	0.565	0.193	0.00125275543510636	Tcytokine	Stat5a
6.50718641853138e-08	0.81159356402295	0.957	0.817	0.00138043452682725	Tcytokine	U2af1
6.66370751145505e-08	0.767547515140412	1	0.875	0.00141363891148007	Tcytokine	Timm13
7.35052299640634e-08	0.428091641699568	0.435	0.111	0.00155933994845764	Tcytokine	Thop1
7.62593521507436e-08	0.314437402982875	0.348	0.068	0.00161776589652588	Tcytokine	Frmd6
8.46433739876116e-08	0.546216478881637	0.739	0.296	0.00179562453577319	Tcytokine	Iars
8.48528507027971e-08	0.977064124137237	0.87	0.615	0.00180006837480914	Tcytokine	Eif4e
8.53813861241117e-08	0.37620138667344	0.348	0.07	0.00181128072523691	Tcytokine	Ppp2r3a
9.28369416766824e-08	0.727911762530395	0.87	0.439	0.00196944288072914	Tcytokine	Rpf2
1.07080814914422e-07	0.596438895974993	0.522	0.156	0.00227161240759455	Tcytokine	Rcc1
1.07729321954973e-07	0.785527091541524	1	0.849	0.00228536983595279	Tcytokine	Ppp2ca
1.17943867775614e-07	0.787029335130876	0.739	0.304	0.00250206121099187	Tcytokine	Tgif1
1.25463532592231e-07	0.860380590031555	0.957	0.937	0.0026615833804116	Tcytokine	Snrpb
1.27058556825069e-07	0.63614789201761	0.957	0.754	0.002695420224487	Tcytokine	Txn2
1.30384945510926e-07	0.766807535132023	0.826	0.418	0.00276598623406879	Tcytokine	Gnl2
1.43150504080769e-07	0.809923634525366	0.913	0.684	0.00303679479356943	Tcytokine	Erh
1.4315948942095e-07	0.706360500257629	0.783	0.443	0.00303698540857603	Tcytokine	Nmd3
1.54168584244658e-07	0.688781667810258	0.913	0.652	0.00327053234616618	Tcytokine	Imp3
1.66764561969866e-07	0.73980080578044	1	0.944	0.00353774341762874	Tcytokine	Hnrnpd
1.77348797485967e-07	0.665251509020461	0.957	0.654	0.0037622773898673	Tcytokine	Ddx54
1.79725171610041e-07	0.742358434800348	0.739	0.35	0.00381268979053541	Tcytokine	Phb
1.849553369072e-07	1.72972096278049	0.87	0.576	0.00392364251714935	Tcytokine	Rel
1.93113838618009e-07	0.354592251392757	0.348	0.073	0.00409671697244243	Tcytokine	Sh2b3
1.99263442816199e-07	0.607384855766667	0.739	0.323	0.00422717467590286	Tcytokine	Mrpl50
2.2982098746241e-07	1.01227432646204	1	0.847	0.00487542242802756	Tcytokine	Llph
2.30553296177884e-07	0.610797353251605	0.609	0.217	0.00489095762511764	Tcytokine	Wdr46
2.34232470750224e-07	0.930094307980298	0.739	0.408	0.00496900763449526	Tcytokine	Rrp1b
2.55830100524283e-07	0.847679999118256	0.652	0.273	0.00542717975252213	Tcytokine	Gpatch4
2.63918426812122e-07	0.766014615089574	0.957	0.581	0.00559876550639235	Tcytokine	Knop1
3.14565970221716e-07	0.258995528463413	0.348	0.073	0.00667320249228349	Tcytokine	Pus7l
3.2324577644924e-07	0.625435143358341	0.739	0.351	0.00685733590159417	Tcytokine	Mrps18b
3.45942663148534e-07	0.720999536289924	0.783	0.457	0.00733882765603301	Tcytokine	Nol11
3.47364575422529e-07	0.648338653265512	0.87	0.468	0.00736899210301354	Tcytokine	Senp5
3.55095763465566e-07	0.491756493951776	0.783	0.363	0.00753300152615851	Tcytokine	Aatf
3.63327332717593e-07	0.693126837033719	1	0.901	0.00770762603627101	Tcytokine	Bola2
3.80126342799365e-07	0.788049216887274	0.87	0.522	0.00806400023614572	Tcytokine	Mrps5
4.11680169736479e-07	0.801794212634656	0.957	0.761	0.00873338312078968	Tcytokine	Eprs
4.1482369878139e-07	0.569246125566917	1	0.962	0.00880006994594842	Tcytokine	Arpp19
4.19711273844302e-07	0.88451021452697	0.957	0.772	0.00890375496333303	Tcytokine	Tcp1
4.22116408180797e-07	1.04701616425999	0.696	0.39	0.00895477748314742	Tcytokine	Ndufaf4
4.35768644904444e-07	0.971009428428458	0.957	0.947	0.00924439603300288	Tcytokine	Ybx3
4.55662053798152e-07	0.508466907374761	0.609	0.225	0.009666414809274	Tcytokine	Shmt2
4.7024179979705e-07	0.67511761599624	1	0.96	0.00997570954089463	Tcytokine	Fkbp1a
4.86663156812815e-07	0.849847828338546	0.87	0.63	0.010324072208627	Tcytokine	Lsm7
5.21858520741673e-07	0.740558601474146	1	0.962	0.0110707066590139	Tcytokine	Bzw1
5.5275155414044e-07	0.680810877911971	0.783	0.404	0.0117260714695353	Tcytokine	Aen
5.91096739277797e-07	1.16222396893391	0.739	0.387	0.0125395262270392	Tcytokine	Myc
6.27413775360027e-07	1.0647930728431	0.783	0.578	0.0133099558304876	Tcytokine	Fkbp4
6.64173337832948e-07	0.684383630433878	0.739	0.361	0.0140897731887882	Tcytokine	Zbtb32
7.0183331788549e-07	1.36075212081129	0.609	0.252	0.0148886920056228	Tcytokine	Tnfsf8
7.08467884446014e-07	0.688435439563396	0.609	0.253	0.0150294377006377	Tcytokine	Eif2b3
7.48755660735233e-07	0.746994331237274	1	0.972	0.0158841025868372	Tcytokine	Polr1d
7.51074849529282e-07	0.333216229893564	0.261	0.047	0.0159333018579142	Tcytokine	Mfsd2a
7.75345954685082e-07	0.727824074856372	0.696	0.345	0.0164481890826893	Tcytokine	Timm9
7.93656852863817e-07	0.782817794026595	0.87	0.581	0.016836636476653	Tcytokine	Mrpl17
8.35661368222617e-07	0.454882910713943	0.522	0.172	0.0177277202654746	Tcytokine	Abhd11
8.7106935321945e-07	0.530294357260106	0.565	0.201	0.0184788652591974	Tcytokine	Ctps
9.03240125403022e-07	0.602792967824477	0.87	0.508	0.0191613360202997	Tcytokine	Snrpa
9.2739517408992e-07	0.455716359036295	0.652	0.259	0.0196737612231436	Tcytokine	Nol9
1.04202806045131e-06	0.590579504237516	1	0.949	0.0221055832744142	Tcytokine	Psma3
1.16919492018759e-06	0.570947774754947	1	0.999	0.0248033010368596	Tcytokine	Pabpc1
1.17393497768049e-06	0.900951299904079	1	0.797	0.0249038566165139	Tcytokine	Nfkbia
1.17541422529801e-06	0.416631991735936	0.609	0.221	0.0249352373754719	Tcytokine	Ctu2
1.2387357282651e-06	0.874279960353276	1	0.821	0.0262785397394158	Tcytokine	Mrpl20
1.30632527324505e-06	0.533742462363533	0.696	0.307	0.0277123843466205	Tcytokine	Hccs
1.44805726073324e-06	0.699870000597559	0.87	0.695	0.030719086729195	Tcytokine	Gadd45gip1
1.4687629281017e-06	0.381861522036217	0.478	0.146	0.0311583367567494	Tcytokine	Epop
1.51607915497728e-06	0.9764176112122	0.913	0.708	0.0321621031936881	Tcytokine	Btg3
1.66636375258592e-06	0.710401042111011	0.87	0.629	0.0353502406473577	Tcytokine	Zfp106
1.78714987266265e-06	0.940463805691584	0.913	0.72	0.0379125973986654	Tcytokine	Atp1a1
1.81716987369738e-06	0.758477738749209	0.826	0.61	0.0385494417006163	Tcytokine	Twistnb
1.82390277030077e-06	0.379563198234162	0.435	0.126	0.0386922733691605	Tcytokine	Nle1
1.84481246322744e-06	0.841895291711652	0.826	0.57	0.0391358515949069	Tcytokine	Ddx10
1.91669617697759e-06	0.579584223250063	1	0.944	0.0406607926984026	Tcytokine	Eif3a
2.12837683004772e-06	0.724635303227156	0.826	0.536	0.0451513860726323	Tcytokine	Sinhcaf
2.17114444247482e-06	0.699001318786064	0.696	0.374	0.0460586582026607	Tcytokine	Cep83
2.27424181452989e-06	0.685347201709052	0.652	0.319	0.0482457658534372	Tcytokine	Dot1l
2.33249481677995e-06	0.907788875517639	0.957	0.875	0.0494815450431699	Tcytokine	Cct8
2.35900790002583e-06	0.717740571857623	0.739	0.432	0.0500439935911479	Tcytokine	Mpp6
2.39196475943513e-06	0.793616406669771	0.87	0.697	0.0507431404066568	Tcytokine	Snhg1
2.56061766400466e-06	0.707596145447391	0.87	0.6	0.0543209431241948	Tcytokine	Pin1
2.68328939061373e-06	0.70781503309491	0.783	0.453	0.0569233011324797	Tcytokine	Ppat
2.86403388850211e-06	1.17596335137434	0.783	0.465	0.0607576149106838	Tcytokine	Gm47283
2.98611664580761e-06	1.24908528972915	0.609	0.264	0.0633474785241626	Tcytokine	Furin
3.03210316734008e-06	0.303392772628381	0.348	0.086	0.0643230365919525	Tcytokine	Rcc1l
3.16074148631329e-06	0.300555990265037	0.348	0.086	0.0670519698906501	Tcytokine	Nkrf
3.22928198112361e-06	0.697623633879174	0.913	0.577	0.0685059879475563	Tcytokine	Stip1
3.24401931075338e-06	0.570269236309439	1	0.84	0.0688186256583223	Tcytokine	Rbm8a
3.29163468206007e-06	0.713753474256219	0.826	0.732	0.0698287381452223	Tcytokine	Eif6
3.2948689861059e-06	0.736873981733298	0.783	0.482	0.0698973506712505	Tcytokine	Rcc2
3.46070234834018e-06	0.370210248452169	1	1	0.0734153396176886	Tcytokine	Rpl8
3.5427919529394e-06	0.346345685406844	1	1	0.0751567884896565	Tcytokine	Rps27a
3.56579322660564e-06	0.870342509043842	0.696	0.328	0.0756447375092121	Tcytokine	Fabp5
3.57159043542947e-06	0.817068838468264	1	0.721	0.0757677194972007	Tcytokine	Larp1
3.57917876424854e-06	0.450359127967229	1	1	0.0759286983047686	Tcytokine	Rps25
3.89956363351403e-06	0.522978992846551	0.652	0.297	0.0827253429213667	Tcytokine	Utp6
4.1709322792734e-06	0.548323341279801	0.348	0.092	0.0884821573725059	Tcytokine	Fas
4.39950379404773e-06	0.55235958395362	0.783	0.427	0.0933310734869285	Tcytokine	Mrpl16
4.47520482732224e-06	0.735420320678428	0.957	0.864	0.0949369952068139	Tcytokine	Pebp1
4.55281758865322e-06	1.09540910651637	0.783	0.435	0.0965834723256895	Tcytokine	Alcam
4.93945006640758e-06	0.262250482946009	0.261	0.053	0.10478549370877	Tcytokine	Simc1
5.13013308825783e-06	0.783538554653584	0.652	0.322	0.108830643334302	Tcytokine	Wdr74
5.20686689424223e-06	0.61607748505129	0.696	0.407	0.110458474294455	Tcytokine	Nme2
5.36491491628201e-06	0.631723759362612	1	0.869	0.113811305034007	Tcytokine	Dnaja2
5.7616902668867e-06	0.932499425894811	0.565	0.232	0.122228497321734	Tcytokine	Mir155hg
6.11442311750824e-06	0.691270041678371	0.826	0.576	0.12971137201482	Tcytokine	Ddx1
6.21293783962645e-06	0.758558905721392	0.87	0.736	0.131801263329835	Tcytokine	Banf1
6.2812423653288e-06	0.889440590712933	0.391	0.12	0.133250275538085	Tcytokine	Slc41a1
6.3055756475997e-06	0.727274106988222	0.913	0.788	0.13376648178818	Tcytokine	Npm3
6.34580489262617e-06	0.549362512391203	0.957	0.894	0.134619904992172	Tcytokine	Psmb2
6.62207277093922e-06	0.481932112171868	0.652	0.277	0.140480651762705	Tcytokine	Cinp
6.70379274953372e-06	0.649538282319935	1	0.801	0.142214259388608	Tcytokine	Dhx15
6.86942160608201e-06	0.779059504085008	0.913	0.779	0.145727909951424	Tcytokine	Glrx3
6.92127016122939e-06	0.610421326004386	0.87	0.553	0.14682782520032	Tcytokine	Atp2a2
6.94013931208932e-06	0.74175214798811	0.783	0.531	0.147228115366663	Tcytokine	Mrps7
7.15570500046222e-06	1.46522552709298	0.783	0.528	0.151801125879806	Tcytokine	Nr4a3
7.72511804138542e-06	0.793867459254477	1	0.894	0.16388065412995	Tcytokine	Nme1
7.76046546716878e-06	0.682269737558622	0.652	0.324	0.164630514420519	Tcytokine	Pwp1
8.10036605601222e-06	0.655660609360941	1	0.998	0.171841165512243	Tcytokine	Ndfip1
8.16971668900028e-06	0.718909697208281	0.957	0.826	0.173312369840452	Tcytokine	Denr
8.24552785153721e-06	0.523345067477341	0.478	0.167	0.17492062784251	Tcytokine	Cluh
8.56738205913699e-06	4.34325206122245	0.913	0.922	0.181748443002532	Tcytokine	Ifng
8.63358542460006e-06	0.684750721104378	0.913	0.783	0.183152881197466	Tcytokine	Kras
8.65444825955568e-06	0.743325563279465	0.826	0.618	0.183595465378214	Tcytokine	Rsl24d1
8.96803322632623e-06	0.485326661140292	0.696	0.338	0.190247856863285	Tcytokine	Paip2b
8.98100050887615e-06	0.307951843467533	0.304	0.074	0.190522944795299	Tcytokine	Polr1b
9.07955767655426e-06	0.697317472024578	0.826	0.575	0.192613736550422	Tcytokine	Txnl4a
9.46557538999419e-06	1.25642275829922	0.783	0.428	0.200802716323337	Tcytokine	Gm12840
9.81463786807331e-06	0.267817551666716	0.304	0.073	0.208207727733307	Tcytokine	Taf4b
1.12325976699852e-05	0.694559891680155	1	0.941	0.238288326971066	Tcytokine	Snrpd2
1.59134460817002e-05	0.56994535402677	1	0.958	0.337587845177188	Tcytokine	Eif4g2
1.59410109763771e-05	0.505765832974561	0.783	0.445	0.338172606852865	Tcytokine	Rbm34
1.61520673375364e-05	0.651952979510767	0.913	0.715	0.342649956498496	Tcytokine	Phf5a
1.67302262079038e-05	0.607842964572939	0.87	0.652	0.354915018774472	Tcytokine	Thoc1
1.72139621733817e-05	0.410097634728475	0.478	0.181	0.365176993546119	Tcytokine	Yars2
1.7523798439465e-05	0.767062257290895	0.826	0.65	0.371749860094811	Tcytokine	Dnttip2
1.83117498588206e-05	0.601264691719816	0.957	0.977	0.388465461505019	Tcytokine	Eef1g
1.84265688250503e-05	0.301810086677547	0.435	0.137	0.390901231054616	Tcytokine	Pitrm1
1.87036075508364e-05	0.784361086928634	0.913	0.901	0.396778330583443	Tcytokine	Mtdh
1.95438425127249e-05	0.837470568981798	0.826	0.585	0.414603075064946	Tcytokine	Snhg6
1.96658364541434e-05	0.620753647931642	0.783	0.518	0.417191054538199	Tcytokine	Exosc7
1.96961729215016e-05	0.656494549386169	0.522	0.214	0.417834612356735	Tcytokine	Wdr55
2.01710373155931e-05	0.549495101463819	0.87	0.725	0.427908385612992	Tcytokine	Arl1
2.06018403942197e-05	0.549145528036438	0.478	0.189	0.437047442122977	Tcytokine	Slc16a1
2.09911473833933e-05	0.619699631468947	0.652	0.297	0.445306200591306	Tcytokine	Slc4a7
2.19379909763463e-05	0.603203562847077	0.87	0.672	0.46539254057221	Tcytokine	Pfdn6
2.21730400084589e-05	0.661811394861207	0.826	0.856	0.470378870739448	Tcytokine	Cct4
2.28313494146411e-05	0.579772562956697	0.609	0.284	0.484344246482196	Tcytokine	Fgfr1op
2.30810317041233e-05	0.519546446812769	0.739	0.416	0.489641006571272	Tcytokine	Gnl1
2.38974490196827e-05	0.667575092694878	0.783	0.546	0.506960483503548	Tcytokine	Hsph1
2.46822335517542e-05	0.713052789172319	0.565	0.234	0.523608902566913	Tcytokine	Camk2d
2.47543710181707e-05	0.693141220757219	0.609	0.308	0.525139226779472	Tcytokine	Slc7a1
2.4983345086057e-05	1.31606690926363	0.739	0.482	0.529996682655614	Tcytokine	Serpinb6b
2.53023892499995e-05	0.760264227919082	1	0.855	0.53676488554949	Tcytokine	Abcf1
2.55440110246254e-05	0.680506362867782	0.565	0.252	0.541890649876403	Tcytokine	Heatr1
2.62908436172843e-05	0.341459100437381	0.348	0.102	0.557733956497069	Tcytokine	Ipo4
2.64585899415253e-05	0.57624573927288	0.87	0.656	0.561292527019517	Tcytokine	Pak1ip1
2.7099991751828e-05	0.743687405922139	0.565	0.298	0.574899225023279	Tcytokine	Timm8a1
2.71498042906344e-05	0.629801057278866	0.609	0.312	0.575955948221518	Tcytokine	Kti12
2.7699754189754e-05	0.443992834818885	0.478	0.181	0.587622585381442	Tcytokine	Heatr3
2.8051646123973e-05	0.396230857081922	1	0.998	0.595087620873963	Tcytokine	Btf3
2.82698842124679e-05	0.893200655624493	0.739	0.556	0.599717323683293	Tcytokine	Bccip
2.98225118750992e-05	1.38899243695591	0.87	0.608	0.632654766918355	Tcytokine	Eea1
3.07305780857262e-05	0.585245937358006	0.957	0.773	0.651918483510596	Tcytokine	Psmd12
3.13371836032648e-05	0.395241162943799	1	0.999	0.664787012959659	Tcytokine	Eef1b2
3.18553913872254e-05	0.576936960117272	0.913	0.639	0.675780272888599	Tcytokine	Tcerg1
3.36209257270899e-05	0.705316950371342	0.609	0.343	0.713234318374485	Tcytokine	Znhit6
3.42654083105776e-05	0.64241222398546	0.739	0.464	0.726906371900593	Tcytokine	Ubap2
3.55121925696686e-05	0.372202567198271	0.348	0.107	0.75335565317295	Tcytokine	Pwp2
3.5724395478961e-05	0.736629262395135	0.913	0.885	0.757857325690678	Tcytokine	Snrpd3
3.81019161587931e-05	0.613278673486084	0.565	0.254	0.808294049392636	Tcytokine	Dis3
3.88972738887595e-05	0.475306241716196	1	0.998	0.825166768276143	Tcytokine	Rps17
3.90816431096047e-05	0.733716548645026	0.826	0.669	0.829077976927153	Tcytokine	Adh5
3.95623073152011e-05	0.468482144534549	0.696	0.37	0.839274787384677	Tcytokine	Adsl
3.97111527480995e-05	0.641645926740322	0.739	0.451	0.842432394398182	Tcytokine	Nop14
4.06705464974743e-05	0.526862151097754	0.652	0.355	0.862784973397419	Tcytokine	Ruvbl2
4.08840434816854e-05	0.374749905785446	0.652	0.3	0.867314098420473	Tcytokine	Pknox1
4.10366063099928e-05	0.820896878201911	1	0.989	0.870550566260187	Tcytokine	Hspa5
4.13622301073173e-05	0.739482008145366	1	0.966	0.877458349496629	Tcytokine	Slc25a5
4.16540633506018e-05	0.395639757790792	1	1	0.883649299919667	Tcytokine	Rpl35
4.21636705270431e-05	0.607039972202409	0.783	0.475	0.894460106560691	Tcytokine	Usp50
4.33117859467734e-05	0.493173492809982	0.565	0.273	0.918816227074852	Tcytokine	Prps1
4.4224656192452e-05	0.71484608012037	0.913	0.779	0.938181856466678	Tcytokine	Magoh
4.5455830229045e-05	1.14275314694993	0.87	0.817	0.964299982478961	Tcytokine	Irf8
4.54890034161051e-05	0.341092712034209	0.565	0.251	0.965003718469254	Tcytokine	Exosc2
4.73248569589555e-05	0.397844409609262	0.696	0.345	1	Tcytokine	Abcf2
4.96307432246726e-05	0.341798637174383	0.391	0.129	1	Tcytokine	Zfp827
5.09127121029407e-05	0.563728482760106	0.609	0.3	1	Tcytokine	Umps
5.14576702961082e-05	0.826072309062764	0.826	0.624	1	Tcytokine	Timm8b
5.15472422559084e-05	0.543544791579357	1	0.928	1	Tcytokine	H2aj
5.18139821485825e-05	0.620546721656765	0.652	0.351	1	Tcytokine	Polr1c
5.22275500615871e-05	0.436522033274325	0.435	0.158	1	Tcytokine	Tbrg4
5.28389665956423e-05	1.28209909258661	0.826	0.594	1	Tcytokine	Pim1
5.32497259359767e-05	0.771017453039192	0.652	0.405	1	Tcytokine	Trps1
5.52467299903008e-05	0.684626030581286	0.826	0.731	1	Tcytokine	Grpel1
